1,1,49
1,49,95
1,95,144
1,144,192
1,192,243
1,243,294
1,294,346
1,346,394
1,394,444
1,444,496
1,496,545
1,545,595
1,595,645
1,645,696
1,696,744
1,744,793
1,793,842
1,842,893
1,893,946
1,946,996
1,996,1047
1,1047,1099
1,1099,1152
1,1152,1204
1,1204,1261
1,1261,1313
1,1313,1364
1,1364,1415
1,1415,1464
1,1464,1514
1,1514,1565
1,1565,1615
1,1615,1664
1,1664,1714
1,1714,1762
1,1762,1850
1,1850,1865
1,1865,1915
1,1915,1965
1,1965,2054
1,2054,2105
1,2105,2120
1,2120,2173
1,2173,2225
1,2225,2277
1,2277,2330
1,2330,2384
1,2384,2433
1,2433,2487
1,2487,2541
1,2541,2591
1,2591,2641
1,2641,2694
1,2694,2748
1,2748,2803
1,2803,2855
1,2855,2909
1,2909,2961
1,2961,3009
1,3009,3058
1,3058,3110
1,3110,3163
1,3163,3214
1,3214,3270
1,3270,3322
1,3322,3379
1,3379,3432
1,3432,3485
1,3485,3537
1,3537,3589
1,3589,3644
1,3644,3698
1,3698,3752
1,3752,3804
1,3804,3856
1,3856,3909
1,3909,3958
1,3958,4011
1,4011,4103
1,4103,4155
1,4155,4209
1,4209,4257
1,4257,4312
1,4312,4365
1,4365,4419
1,4419,4476
1,4476,4529
1,4529,4583
1,4583,4640
1,4640,4657
1,4657,4750
1,4750,4804
1,4804,4855
1,4855,4870
1,4870,4926
1,4926,4982
1,4982,5035
1,5035,5088
1,5088,5143
1,5143,5197
1,5197,5248
1,5248,5302
1,5302,5355
1,5355,5409
1,5409,5462
1,5462,5517
1,5517,5566
1,5566,5620
1,5620,5672
1,5672,5726
1,5726,5777
1,5777,5831
1,5831,5883
1,5883,5940
1,5940,5996
1,5996,6088
1,6088,6103
1,6103,6156
1,6156,6211
1,6211,6266
1,6266,6321
1,6321,6377
1,6377,6466
1,6466,6521
1,6521,6537
1,6537,6595
1,6595,6701
1,6701,6717
1,6717,6805
1,6805,6863
1,6863,6877
1,6877,6970
1,6970,6987
1,6987,7044
1,7044,7100
1,7100,7155
1,7155,7210
1,7210,7268
1,7268,7324
1,7324,7379
1,7379,7437
1,7437,7494
1,7494,7550
1,7550,7606
1,7606,7662
1,7662,7718
1,7718,7774
1,7774,7830
1,7830,7885
1,7885,7943
1,7943,8005
1,8005,8064
1,8064,8120
1,8120,8178
1,8178,8239
1,8239,8297
1,8297,8350
1,8350,8406
1,8406,8460
1,8460,8514
1,8514,8565
1,8565,8619
1,8619,8674
1,8674,8728
1,8728,8784
1,8784,8837
1,8837,8896
1,8896,8949
1,8949,9000
1,9000,9049
1,9049,9107
1,9107,9162
1,9162,9212
1,9212,9267
1,9267,9324
1,9324,9377
1,9377,9432
1,9432,9484
1,9484,9540
1,9540,9593
1,9593,9645
1,9645,9702
1,9702,9755
1,9755,9813
1,9813,9869
1,9869,9923
1,9923,9977
1,9977,10031
1,10031,10087
1,10087,10141
1,10141,10194
1,10194,10247
1,10247,10301
1,10301,10354
1,10354,10410
1,10410,10465
1,10465,10520
1,10520,10573
1,10573,10624
1,10624,10679
1,10679,10737
1,10737,10795
1,10795,10851
1,10851,10904
1,10904,10957
1,10957,11011
1,11011,11065
1,11065,11119
1,11119,11174
1,11174,11230
1,11230,11283
1,11283,11341
1,11341,11395
1,11395,11447
1,11447,11505
1,11505,11563
1,11563,11616
1,11616,11671
1,11671,11727
1,11727,11779
1,11779,11832
1,11832,11883
1,11883,11939
1,11939,11997
1,11997,12047
1,12047,12099
1,12099,12151
1,12151,12203
1,12203,12262
1,12262,12321
1,12321,12380
1,12380,12434
1,12434,12494
1,12494,12556
1,12556,12616
1,12616,12676
